step,episodes,epsilon,train/ep_reward,train/ep_len,exploration/unique_obs,exploration/frontier_rate,loss/q,loss/b,recent_policy,eval_masked/mean_reward,eval_masked/success,eval_q/mean_reward,eval_q/success
840610,3928,0.2014,0.0000,250,4,0.0000,0.000159,1.840101,cov(0.05),,,,
840860,3929,0.2012,0.0000,250,12,0.0000,0.000049,1.504865,cov(0.05),,,,
841110,3930,0.2009,0.0000,250,14,0.0000,0.000027,1.735079,cov(0.05),,,,
841360,3931,0.2007,0.0000,250,16,0.0000,0.003721,1.849906,eps,,,,
841610,3932,0.2005,0.0000,250,15,0.0000,0.000016,1.699821,cov(0.05),,,,
841860,3933,0.2002,0.0000,250,14,0.0000,0.003885,1.704325,cov(0.05),,,,
842110,3934,0.2000,0.0000,250,13,0.0000,0.000078,1.682786,eps,,,,
842360,3935,0.1998,0.0000,250,11,0.0000,0.003728,1.878281,cov(0.05),,,,
842610,3936,0.1995,0.0000,250,21,0.0000,0.000034,1.948302,cov(0.05),,,,
842860,3937,0.1993,0.0000,250,15,0.0000,0.000032,1.821726,cov(0.05),,,,
843110,3938,0.1990,0.0000,250,14,0.0000,0.000081,1.802074,cov(0.05),,,,
843360,3939,0.1988,0.0000,250,13,0.0000,0.000063,1.724442,cov(0.05),,,,
843610,3940,0.1986,0.0000,250,17,0.0000,0.000047,1.760882,cov(0.05),,,,
843860,3941,0.1983,0.0000,250,15,0.0000,0.004308,1.954846,cov(0.05),,,,
844110,3942,0.1981,0.0000,250,8,0.0000,0.000040,1.719795,cov(0.05),,,,
844360,3943,0.1979,0.0000,250,7,0.0000,0.000034,1.790174,eps,,,,
844610,3944,0.1976,0.0000,250,17,0.0000,0.000019,1.683359,cov(0.05),,,,
844860,3945,0.1974,0.0000,250,16,0.0000,0.000095,1.601776,cov(0.05),,,,
845110,3946,0.1971,0.0000,250,6,0.0000,0.000050,1.744865,cov(0.05),,,,
845360,3947,0.1969,0.0000,250,4,0.0000,0.000022,2.059421,cov(0.05),,,,
845610,3948,0.1967,0.0000,250,10,0.0000,0.000074,1.719220,cov(0.05),,,,
845860,3949,0.1964,0.0000,250,11,0.0000,0.000039,1.726117,cov(0.05),,,,
846110,3950,0.1962,0.0000,250,4,0.0000,0.000067,1.761110,cov(0.05),,,,
846360,3951,0.1960,0.0000,250,14,0.0000,0.000115,1.717479,eps,,,,
846610,3952,0.1957,0.0000,250,8,0.0000,0.000051,1.841500,eps,,,,
846860,3953,0.1955,0.0000,250,4,0.0000,0.001317,1.794295,cov(0.05),,,,
847110,3954,0.1952,0.0000,250,9,0.0000,0.000079,1.796238,cov(0.05),,,,
847360,3955,0.1950,0.0000,250,16,0.0000,0.004913,1.871085,eps,,,,
847610,3956,0.1948,0.0000,250,4,0.0000,0.003912,1.731158,eps,,,,
847860,3957,0.1945,0.0000,250,19,0.0000,0.003754,1.677957,eps,,,,
848110,3958,0.1943,0.0000,250,12,0.0000,0.000030,1.626205,cov(0.05),,,,
848360,3959,0.1941,0.0000,250,12,0.0000,0.000084,1.726387,cov(0.05),,,,
848610,3960,0.1938,0.0000,250,10,0.0000,0.000240,1.718220,cov(0.05),,,,
848860,3961,0.1936,0.0000,250,8,0.0000,0.004932,1.581327,cov(0.05),,,,
849110,3962,0.1933,0.0000,250,8,0.0000,0.000028,1.733563,eps,,,,
849360,3963,0.1931,0.0000,250,7,0.0000,0.005883,1.736185,eps,,,,
849610,3964,0.1929,0.0000,250,14,0.0000,0.000058,1.636456,cov(0.05),,,,
849860,3965,0.1926,0.0000,250,13,0.0000,0.000042,1.666136,eps,,,,
850000,3965,,,,,,,,,0.0000,0.0000,0.0000,0.0000
850110,3966,0.1924,0.0000,250,9,0.0000,0.003606,1.996491,cov(0.05),,,,
850360,3967,0.1922,0.0000,250,10,0.0000,0.006263,1.756723,cov(0.05),,,,
850610,3968,0.1919,0.0000,250,4,0.0000,0.000042,1.739929,cov(0.05),,,,
850860,3969,0.1917,0.0000,250,8,0.0000,0.000048,1.633536,cov(0.05),,,,
851110,3970,0.1914,0.0000,250,15,0.0000,0.000111,1.822030,cov(0.05),,,,
851360,3971,0.1912,0.0000,250,13,0.0000,0.000097,1.772576,cov(0.05),,,,
851610,3972,0.1910,0.0000,250,18,0.0000,0.000025,1.895349,cov(0.05),,,,
851860,3973,0.1907,0.0000,250,10,0.0000,0.000019,1.735841,cov(0.05),,,,
852110,3974,0.1905,0.0000,250,15,0.0000,0.000036,1.663221,cov(0.05),,,,
852360,3975,0.1903,0.0000,250,26,0.0000,0.000052,1.700024,eps,,,,
852610,3976,0.1900,0.0000,250,12,0.0000,0.000020,1.752209,cov(0.05),,,,
852860,3977,0.1898,0.0000,250,16,0.0000,0.000066,1.829459,eps,,,,
853110,3978,0.1895,0.0000,250,8,0.0000,0.000016,1.892302,cov(0.05),,,,
853360,3979,0.1893,0.0000,250,21,0.0000,0.000091,1.485388,cov(0.05),,,,
853610,3980,0.1891,0.0000,250,14,0.0000,0.000023,1.809501,eps,,,,
853860,3981,0.1888,0.0000,250,5,0.0000,0.003976,1.714757,cov(0.05),,,,
854110,3982,0.1886,0.0000,250,7,0.0000,0.000058,1.819155,eps,,,,
854360,3983,0.1884,0.0000,250,7,0.0000,0.000042,1.494249,cov(0.05),,,,
854610,3984,0.1881,0.0000,250,8,0.0000,0.000036,1.699148,cov(0.05),,,,
854860,3985,0.1879,0.0000,250,20,0.0000,0.003858,1.795300,cov(0.05),,,,
855110,3986,0.1876,0.0000,250,7,0.0000,0.000021,1.798739,cov(0.05),,,,
855360,3987,0.1874,0.0000,250,8,0.0000,0.000089,1.687991,eps,,,,
855610,3988,0.1872,0.0000,250,7,0.0000,0.000026,1.847880,cov(0.05),,,,
855860,3989,0.1869,0.0000,250,7,0.0000,0.000020,1.770771,cov(0.05),,,,
856110,3990,0.1867,0.0000,250,4,0.0000,0.000052,1.781291,cov(0.05),,,,
856360,3991,0.1865,0.0000,250,12,0.0000,0.007830,1.750289,cov(0.05),,,,
856610,3992,0.1862,0.0000,250,8,0.0000,0.000103,1.752864,cov(0.05),,,,
856860,3993,0.1860,0.0000,250,8,0.0000,0.000026,1.734070,cov(0.05),,,,
857110,3994,0.1857,0.0000,250,13,0.0000,0.000015,1.773236,eps,,,,
857360,3995,0.1855,0.0000,250,7,0.0000,0.000105,1.836888,cov(0.05),,,,
857610,3996,0.1853,0.0000,250,7,0.0000,0.003858,1.830248,cov(0.05),,,,
857860,3997,0.1850,0.0000,250,10,0.0000,0.000034,1.667819,cov(0.05),,,,
858110,3998,0.1848,0.0000,250,8,0.0000,0.000031,1.852013,eps,,,,
858360,3999,0.1846,0.0000,250,8,0.0000,0.000061,1.809236,cov(0.05),,,,
858610,4000,0.1843,0.0000,250,14,0.0000,0.000036,1.805258,eps,,,,
858860,4001,0.1841,0.0000,250,20,0.0000,0.000012,1.751972,eps,,,,
859110,4002,0.1838,0.0000,250,11,0.0000,0.000058,1.626025,cov(0.05),,,,
859360,4003,0.1836,0.0000,250,25,0.0000,0.000075,1.733943,cov(0.05),,,,
859610,4004,0.1834,0.0000,250,14,0.0000,0.000075,1.621672,eps,,,,
859860,4005,0.1831,0.0000,250,15,0.0000,0.000035,1.711066,cov(0.05),,,,
860110,4006,0.1829,0.0000,250,7,0.0000,0.000020,2.135704,cov(0.05),,,,
860360,4007,0.1827,0.0000,250,10,0.0000,0.000056,1.890734,cov(0.05),,,,
860610,4008,0.1824,0.0000,250,8,0.0000,0.000104,1.590585,cov(0.05),,,,
860860,4009,0.1822,0.0000,250,25,0.0000,0.000131,1.814002,cov(0.05),,,,
861110,4010,0.1819,0.0000,250,4,0.0000,0.000023,1.994721,cov(0.05),,,,
861360,4011,0.1817,0.0000,250,19,0.0000,0.000025,1.621155,cov(0.05),,,,
861610,4012,0.1815,0.0000,250,18,0.0000,0.000037,1.910519,cov(0.05),,,,
861860,4013,0.1812,0.0000,250,23,0.0000,0.000025,1.678949,cov(0.05),,,,
862110,4014,0.1810,0.0000,250,8,0.0000,0.000059,1.967160,cov(0.05),,,,
862360,4015,0.1808,0.0000,250,16,0.0000,0.000143,1.826599,cov(0.05),,,,
862610,4016,0.1805,0.0000,250,4,0.0000,0.000047,1.825786,cov(0.05),,,,
862860,4017,0.1803,0.0000,250,11,0.0000,0.000035,1.877421,cov(0.05),,,,
863110,4018,0.1800,0.0000,250,16,0.0000,0.000061,1.669944,cov(0.05),,,,
863360,4019,0.1798,0.0000,250,15,0.0000,0.000086,1.777286,cov(0.05),,,,
863610,4020,0.1796,0.0000,250,16,0.0000,0.004001,2.048580,eps,,,,
863860,4021,0.1793,0.0000,250,8,0.0000,0.000127,1.702349,cov(0.05),,,,
864110,4022,0.1791,0.0000,250,9,0.0000,0.000033,1.864574,eps,,,,
864360,4023,0.1789,0.0000,250,15,0.0000,0.000049,1.653026,cov(0.05),,,,
864610,4024,0.1786,0.0000,250,8,0.0000,0.000163,1.671321,cov(0.05),,,,
864860,4025,0.1784,0.0000,250,4,0.0000,0.000032,1.539979,cov(0.05),,,,
865110,4026,0.1781,0.0000,250,18,0.0000,0.000122,1.824199,cov(0.05),,,,
865360,4027,0.1779,0.0000,250,8,0.0000,0.000012,1.724221,eps,,,,
865610,4028,0.1777,0.0000,250,14,0.0000,0.000134,1.765650,cov(0.05),,,,
865860,4029,0.1774,0.0000,250,9,0.0000,0.000049,1.696894,cov(0.05),,,,
866110,4030,0.1772,0.0000,250,17,0.0000,0.000104,1.695957,cov(0.05),,,,
866360,4031,0.1770,0.0000,250,6,0.0000,0.000240,1.655367,cov(0.05),,,,
866610,4032,0.1767,0.0000,250,5,0.0000,0.000083,1.744243,cov(0.05),,,,
866860,4033,0.1765,0.0000,250,10,0.0000,0.000048,1.561534,cov(0.05),,,,
867110,4034,0.1762,0.0000,250,8,0.0000,0.000152,1.533624,cov(0.05),,,,
867360,4035,0.1760,0.0000,250,18,0.0000,0.000052,1.757318,cov(0.05),,,,
867610,4036,0.1758,0.0000,250,19,0.0000,0.000035,1.541435,eps,,,,
867860,4037,0.1755,0.0000,250,18,0.0000,0.026727,1.854427,cov(0.05),,,,
868110,4038,0.1753,0.0000,250,17,0.0000,0.000031,1.726950,cov(0.05),,,,
868194,4039,0.1752,0.6976,84,12,0.0000,0.000035,1.813275,cov(0.05),,,,
868444,4040,0.1750,0.0000,250,15,0.0000,0.000069,1.835799,cov(0.05),,,,
868694,4041,0.1747,0.0000,250,15,0.0000,0.000020,1.652415,cov(0.05),,,,
868944,4042,0.1745,0.0000,250,6,0.0000,0.000127,1.786011,cov(0.05),,,,
869194,4043,0.1743,0.0000,250,4,0.0000,0.003684,1.639257,cov(0.05),,,,
869444,4044,0.1740,0.0000,250,14,0.0000,0.000029,1.639758,cov(0.05),,,,
869694,4045,0.1738,0.0000,250,4,0.0000,0.000012,1.803575,cov(0.05),,,,
869944,4046,0.1736,0.0000,250,15,0.0000,0.000022,1.690815,cov(0.05),,,,
870194,4047,0.1733,0.0000,250,16,0.0000,0.000092,1.886531,cov(0.05),,,,
870444,4048,0.1731,0.0000,250,18,0.0000,0.000013,1.729180,cov(0.05),,,,
870694,4049,0.1728,0.0000,250,21,0.0000,0.000033,2.060745,cov(0.05),,,,
870771,4050,0.1728,0.7228,77,11,0.0000,0.000221,1.659057,cov(0.05),,,,
871021,4051,0.1725,0.0000,250,25,0.0000,0.000215,1.650683,cov(0.05),,,,
871271,4052,0.1723,0.0000,250,15,0.0000,0.033582,1.954878,cor(0.3),,,,
871521,4053,0.1721,0.0000,250,17,0.0000,0.000043,1.614346,cov(0.05),,,,
871771,4054,0.1718,0.0000,250,15,0.0000,0.000095,1.564218,cov(0.05),,,,
872021,4055,0.1716,0.0000,250,17,0.0000,0.000017,1.811072,eps,,,,
872271,4056,0.1713,0.0000,250,10,0.0000,0.004736,1.570482,cov(0.05),,,,
872521,4057,0.1711,0.0000,250,8,0.0000,0.000152,1.841221,eps,,,,
872624,4058,0.1710,0.6292,103,14,0.0000,0.000036,1.769867,cov(0.05),,,,
872874,4059,0.1708,0.0000,250,16,0.0000,0.000221,1.566366,cov(0.05),,,,
873124,4060,0.1705,0.0000,250,14,0.0000,0.000105,1.596573,cov(0.05),,,,
873374,4061,0.1703,0.0000,250,19,0.0000,0.000057,1.882636,cov(0.05),,,,
873624,4062,0.1701,0.0000,250,25,0.0000,0.000172,1.821735,cov(0.05),,,,
873768,4063,0.1699,0.4816,144,16,0.0000,0.000043,1.738963,cov(0.05),,,,
873851,4064,0.1698,0.7012,83,8,0.0000,0.000054,1.810353,cov(0.05),,,,
874101,4065,0.1696,0.0000,250,15,0.0000,0.000044,1.640018,cov(0.05),,,,
874351,4066,0.1694,0.0000,250,16,0.0000,0.000050,1.811505,cov(0.05),,,,
874601,4067,0.1691,0.0000,250,12,0.0000,0.000328,1.774625,cov(0.05),,,,
874851,4068,0.1689,0.0000,250,12,0.0000,0.003541,1.686505,cov(0.05),,,,
875101,4069,0.1687,0.0000,250,15,0.0000,0.000085,1.481250,cov(0.05),,,,
875351,4070,0.1684,0.0000,250,10,0.0000,0.000020,1.701391,cov(0.05),,,,
875601,4071,0.1682,0.0000,250,14,0.0000,0.000019,1.664368,eps,,,,
875851,4072,0.1679,0.0000,250,4,0.0000,0.000042,1.702522,cov(0.05),,,,
876101,4073,0.1677,0.0000,250,14,0.0000,0.000040,1.650340,cov(0.05),,,,
876351,4074,0.1675,0.0000,250,12,0.0000,0.000097,1.586663,cov(0.05),,,,
876601,4075,0.1672,0.0000,250,12,0.0000,0.000028,1.550873,cov(0.05),,,,
876851,4076,0.1670,0.0000,250,13,0.0000,0.000018,1.799706,cov(0.05),,,,
877101,4077,0.1668,0.0000,250,8,0.0000,0.000052,1.693084,cov(0.05),,,,
877351,4078,0.1665,0.0000,250,3,0.0000,0.000268,1.847215,cov(0.05),,,,
877601,4079,0.1663,0.0000,250,16,0.0000,0.003648,1.621059,eps,,,,
877851,4080,0.1660,0.0000,250,8,0.0000,0.000051,1.655120,cov(0.05),,,,
878101,4081,0.1658,0.0000,250,11,0.0000,0.000171,1.613439,cov(0.05),,,,
878351,4082,0.1656,0.0000,250,10,0.0000,0.000028,1.890880,cov(0.05),,,,
878601,4083,0.1653,0.0000,250,15,0.0000,0.000050,1.753850,eps,,,,
878851,4084,0.1651,0.0000,250,11,0.0000,0.000034,1.847897,cov(0.05),,,,
879101,4085,0.1649,0.0000,250,13,0.0000,0.000032,1.931042,eps,,,,
879351,4086,0.1646,0.0000,250,12,0.0000,0.004205,1.725906,cov(0.05),,,,
879601,4087,0.1644,0.0000,250,15,0.0000,0.000054,1.890754,cov(0.05),,,,
879851,4088,0.1641,0.0000,250,24,0.0000,0.000036,1.843978,eps,,,,
880101,4089,0.1639,0.0000,250,6,0.0000,0.000052,1.633983,cov(0.05),,,,
880351,4090,0.1637,0.0000,250,18,0.0000,0.000111,1.890296,cov(0.05),,,,
880601,4091,0.1634,0.0000,250,7,0.0000,0.000097,1.587035,cov(0.05),,,,
880851,4092,0.1632,0.0000,250,4,0.0000,0.044040,1.857790,cov(0.05),,,,
881101,4093,0.1630,0.0000,250,16,0.0000,0.001992,1.829125,cov(0.05),,,,
881351,4094,0.1627,0.0000,250,4,0.0000,0.000036,1.561916,eps,,,,
881601,4095,0.1625,0.0000,250,12,0.0000,0.000021,1.749304,cov(0.10),,,,
881851,4096,0.1622,0.0000,250,8,0.0000,0.000051,1.588470,cov(0.05),,,,
882101,4097,0.1620,0.0000,250,11,0.0000,0.000020,1.724170,cov(0.05),,,,
882351,4098,0.1618,0.0000,250,8,0.0000,0.000042,1.749214,cov(0.05),,,,
882601,4099,0.1615,0.0000,250,8,0.0000,0.000078,1.605520,cov(0.05),,,,
882851,4100,0.1613,0.0000,250,15,0.0000,0.000037,1.609159,eps,,,,
883101,4101,0.1611,0.0000,250,8,0.0000,0.003386,1.866797,cov(0.05),,,,
883351,4102,0.1608,0.0000,250,22,0.0000,0.000098,1.648139,cov(0.05),,,,
883601,4103,0.1606,0.0000,250,7,0.0000,0.000020,1.815070,cov(0.05),,,,
883851,4104,0.1603,0.0000,250,8,0.0000,0.000121,1.746173,cov(0.05),,,,
884101,4105,0.1601,0.0000,250,11,0.0000,0.000138,1.643880,cov(0.05),,,,
884351,4106,0.1599,0.0000,250,14,0.0000,0.004544,1.834710,eps,,,,
884601,4107,0.1596,0.0000,250,17,0.0000,0.044558,1.967610,cov(0.05),,,,
884851,4108,0.1594,0.0000,250,7,0.0000,0.000079,1.632976,cov(0.05),,,,
885101,4109,0.1592,0.0000,250,5,0.0000,0.003425,1.742596,cov(0.05),,,,
885351,4110,0.1589,0.0000,250,19,0.0000,0.000113,1.902538,cov(0.05),,,,
885562,4111,0.1587,0.2404,211,17,0.0000,0.000069,1.733623,cov(0.05),,,,
885812,4112,0.1585,0.0000,250,19,0.0000,0.000067,1.767390,cov(0.05),,,,
886062,4113,0.1582,0.0000,250,13,0.0000,0.000661,1.779820,cov(0.05),,,,
886312,4114,0.1580,0.0000,250,10,0.0000,0.000110,1.511912,cov(0.05),,,,
886562,4115,0.1578,0.0000,250,11,0.0000,0.000113,1.776204,cov(0.05),,,,
886812,4116,0.1575,0.0000,250,12,0.0000,0.000033,1.559798,cov(0.05),,,,
887062,4117,0.1573,0.0000,250,21,0.0000,0.000128,1.768176,cov(0.05),,,,
887312,4118,0.1571,0.0000,250,8,0.0000,0.004968,1.738949,cov(0.05),,,,
887562,4119,0.1568,0.0000,250,13,0.0000,0.000171,1.597129,cov(0.05),,,,
887812,4120,0.1566,0.0000,250,12,0.0000,0.004297,1.814344,cov(0.05),,,,
888062,4121,0.1563,0.0000,250,13,0.0000,0.000039,1.827012,cov(0.05),,,,
888312,4122,0.1561,0.0000,250,12,0.0000,0.000468,1.507977,cov(0.05),,,,
888562,4123,0.1559,0.0000,250,12,0.0000,0.000134,1.807067,cov(0.05),,,,
888812,4124,0.1556,0.0000,250,13,0.0000,0.004767,1.767931,cov(0.05),,,,
889062,4125,0.1554,0.0000,250,11,0.0000,0.000154,1.701450,cov(0.05),,,,
889312,4126,0.1552,0.0000,250,11,0.0000,0.004938,1.758669,cov(0.05),,,,
889562,4127,0.1549,0.0000,250,13,0.0000,0.000018,1.724737,cov(0.05),,,,
889812,4128,0.1547,0.0000,250,7,0.0000,0.000057,1.700367,cov(0.05),,,,
890062,4129,0.1544,0.0000,250,14,0.0000,0.000039,1.690213,cov(0.05),,,,
890312,4130,0.1542,0.0000,250,9,0.0000,0.000077,1.862271,cov(0.05),,,,
890562,4131,0.1540,0.0000,250,10,0.0000,0.000014,1.748448,cov(0.05),,,,
890812,4132,0.1537,0.0000,250,12,0.0000,0.000014,1.502608,cov(0.05),,,,
891062,4133,0.1535,0.0000,250,13,0.0000,0.000016,1.734797,eps,,,,
891312,4134,0.1533,0.0000,250,16,0.0000,0.000024,1.641548,cov(0.05),,,,
891562,4135,0.1530,0.0000,250,4,0.0000,0.000074,1.828272,eps,,,,
891812,4136,0.1528,0.0000,250,7,0.0000,0.000269,1.448332,cov(0.05),,,,
892062,4137,0.1525,0.0000,250,12,0.0000,0.000077,1.582416,cov(0.05),,,,
892312,4138,0.1523,0.0000,250,11,0.0000,0.000146,1.443089,cov(0.05),,,,
892562,4139,0.1521,0.0000,250,13,0.0000,0.000563,1.866097,cov(0.05),,,,
892812,4140,0.1518,0.0000,250,16,0.0000,0.001260,1.621939,cov(0.05),,,,
893062,4141,0.1516,0.0000,250,10,0.0000,0.007484,1.628061,cov(0.05),,,,
893312,4142,0.1514,0.0000,250,10,0.0000,0.004523,1.894149,cov(0.05),,,,
893562,4143,0.1511,0.0000,250,10,0.0000,0.000039,1.797300,cov(0.05),,,,
893812,4144,0.1509,0.0000,250,7,0.0000,0.000061,1.586444,eps,,,,
894062,4145,0.1506,0.0000,250,19,0.0000,0.000045,1.529654,cov(0.05),,,,
894312,4146,0.1504,0.0000,250,12,0.0000,0.000136,1.897545,cov(0.05),,,,
894562,4147,0.1502,0.0000,250,4,0.0000,0.000012,1.787777,cov(0.05),,,,
894812,4148,0.1499,0.0000,250,4,0.0000,0.000014,1.945361,cov(0.05),,,,
895062,4149,0.1497,0.0000,250,15,0.0000,0.000087,1.695405,cov(0.05),,,,
895312,4150,0.1495,0.0000,250,4,0.0000,0.000043,1.686121,cov(0.05),,,,
895562,4151,0.1492,0.0000,250,9,0.0000,0.000023,1.793904,cov(0.05),,,,
895812,4152,0.1490,0.0000,250,4,0.0000,0.000018,1.684736,cov(0.05),,,,
896062,4153,0.1487,0.0000,250,8,0.0000,0.000116,1.729183,eps,,,,
896312,4154,0.1485,0.0000,250,6,0.0000,0.004155,1.736597,cov(0.05),,,,
896562,4155,0.1483,0.0000,250,15,0.0000,0.000058,1.692227,cov(0.05),,,,
896812,4156,0.1480,0.0000,250,4,0.0000,0.000026,1.668862,eps,,,,
897062,4157,0.1478,0.0000,250,6,0.0000,0.004072,1.606953,cov(0.05),,,,
897312,4158,0.1476,0.0000,250,9,0.0000,0.004370,1.697646,cov(0.05),,,,
897562,4159,0.1473,0.0000,250,11,0.0000,0.000032,1.723876,cov(0.05),,,,
897812,4160,0.1471,0.0000,250,11,0.0000,0.000055,1.535757,cov(0.05),,,,
898062,4161,0.1468,0.0000,250,4,0.0000,0.000042,1.932253,cov(0.05),,,,
898312,4162,0.1466,0.0000,250,11,0.0000,0.003743,1.708542,cov(0.05),,,,
898562,4163,0.1464,0.0000,250,9,0.0000,0.000019,1.883684,eps,,,,
898812,4164,0.1461,0.0000,250,9,0.0000,0.000016,1.820792,eps,,,,
899062,4165,0.1459,0.0000,250,9,0.0000,0.004090,1.742108,cov(0.05),,,,
899312,4166,0.1457,0.0000,250,11,0.0000,0.000020,1.637107,eps,,,,
899562,4167,0.1454,0.0000,250,7,0.0000,0.000475,1.859656,cov(0.05),,,,
899812,4168,0.1452,0.0000,250,11,0.0000,0.000026,1.594745,cov(0.05),,,,
900000,4168,,,,,,,,,0.0000,0.0000,0.0000,0.0000
900062,4169,0.1449,0.0000,250,13,0.0000,0.000023,1.645042,cov(0.05),,,,
900312,4170,0.1447,0.0000,250,10,0.0000,0.000020,1.744406,cov(0.05),,,,
900562,4171,0.1445,0.0000,250,14,0.0000,0.000164,1.754638,eps,,,,
900812,4172,0.1442,0.0000,250,19,0.0000,0.000034,1.472715,cov(0.05),,,,
901062,4173,0.1440,0.0000,250,4,0.0000,0.000105,1.657008,eps,,,,
901312,4174,0.1438,0.0000,250,6,0.0000,0.000025,1.633945,cov(0.05),,,,
901562,4175,0.1435,0.0000,250,15,0.0000,0.000025,1.952433,cov(0.05),,,,
901812,4176,0.1433,0.0000,250,5,0.0000,0.003729,1.794983,cov(0.05),,,,
902062,4177,0.1430,0.0000,250,23,0.0000,0.000062,1.851229,eps,,,,
902312,4178,0.1428,0.0000,250,4,0.0000,0.000016,1.587760,eps,,,,
902562,4179,0.1426,0.0000,250,23,0.0000,0.000054,1.908527,eps,,,,
902812,4180,0.1423,0.0000,250,7,0.0000,0.000061,1.760269,cov(0.05),,,,
903062,4181,0.1421,0.0000,250,21,0.0000,0.000084,1.920129,cov(0.05),,,,
903312,4182,0.1419,0.0000,250,19,0.0000,0.000010,1.728764,cov(0.05),,,,
903562,4183,0.1416,0.0000,250,19,0.0000,0.000042,1.740434,cov(0.05),,,,
903812,4184,0.1414,0.0000,250,8,0.0000,0.000157,1.523271,cov(0.05),,,,
904062,4185,0.1411,0.0000,250,8,0.0000,0.000042,1.768448,cov(0.05),,,,
904312,4186,0.1409,0.0000,250,21,0.0000,0.000027,1.915532,cov(0.05),,,,
904562,4187,0.1407,0.0000,250,13,0.0000,0.000068,1.859698,cov(0.05),,,,
904812,4188,0.1404,0.0000,250,15,0.0000,0.000094,1.624709,cov(0.05),,,,
905062,4189,0.1402,0.0000,250,17,0.0000,0.000032,1.919506,cov(0.05),,,,
905312,4190,0.1400,0.0000,250,8,0.0000,0.000055,1.691130,cov(0.05),,,,
905562,4191,0.1397,0.0000,250,8,0.0000,0.000044,1.693824,cov(0.05),,,,
905812,4192,0.1395,0.0000,250,6,0.0000,0.000030,1.710999,cov(0.05),,,,
906062,4193,0.1392,0.0000,250,24,0.0000,0.000061,1.746658,cov(0.05),,,,
906312,4194,0.1390,0.0000,250,5,0.0000,0.000079,1.868596,cov(0.05),,,,
906562,4195,0.1388,0.0000,250,3,0.0000,0.000039,1.734548,cov(0.05),,,,
906812,4196,0.1385,0.0000,250,6,0.0000,0.000022,1.574766,eps,,,,
907062,4197,0.1383,0.0000,250,16,0.0000,0.000112,1.638819,cov(0.05),,,,
907312,4198,0.1381,0.0000,250,14,0.0000,0.000067,1.501340,cov(0.05),,,,
907562,4199,0.1378,0.0000,250,4,0.0000,0.000041,1.822464,eps,,,,
907812,4200,0.1376,0.0000,250,22,0.0000,0.000024,1.810314,eps,,,,
908062,4201,0.1373,0.0000,250,14,0.0000,0.000081,1.782295,eps,,,,
908312,4202,0.1371,0.0000,250,4,0.0000,0.000033,1.632973,cov(0.05),,,,
908562,4203,0.1369,0.0000,250,22,0.0000,0.000037,1.738882,cov(0.05),,,,
908812,4204,0.1366,0.0000,250,3,0.0000,0.000112,1.471839,cov(0.05),,,,
909062,4205,0.1364,0.0000,250,6,0.0000,0.000034,1.874119,cov(0.05),,,,
909312,4206,0.1362,0.0000,250,21,0.0000,0.000013,1.848300,cov(0.05),,,,
909562,4207,0.1359,0.0000,250,4,0.0000,0.000020,1.745183,cov(0.05),,,,
909812,4208,0.1357,0.0000,250,14,0.0000,0.000023,1.726218,cov(0.05),,,,
910062,4209,0.1354,0.0000,250,16,0.0000,0.000082,1.633106,eps,,,,
910312,4210,0.1352,0.0000,250,8,0.0000,0.000054,1.696654,cov(0.05),,,,
910562,4211,0.1350,0.0000,250,8,0.0000,0.003426,1.650049,cov(0.05),,,,
910812,4212,0.1347,0.0000,250,14,0.0000,0.000026,1.569463,cov(0.05),,,,
911062,4213,0.1345,0.0000,250,14,0.0000,0.000317,1.543422,cov(0.05),,,,
911312,4214,0.1343,0.0000,250,8,0.0000,0.003382,1.723844,cov(0.05),,,,
911562,4215,0.1340,0.0000,250,7,0.0000,0.000031,1.753543,cov(0.05),,,,
911812,4216,0.1338,0.0000,250,8,0.0000,0.000015,1.730714,cov(0.05),,,,
912062,4217,0.1335,0.0000,250,9,0.0000,0.000087,1.790937,cov(0.05),,,,
912312,4218,0.1333,0.0000,250,19,0.0000,0.000040,1.894776,cov(0.05),,,,
912562,4219,0.1331,0.0000,250,16,0.0000,0.011224,1.793290,cov(0.05),,,,
912812,4220,0.1328,0.0000,250,4,0.0000,0.000042,1.783050,cov(0.05),,,,
913062,4221,0.1326,0.0000,250,7,0.0000,0.000087,1.820007,cov(0.05),,,,
913312,4222,0.1324,0.0000,250,21,0.0000,0.000036,1.753573,cov(0.05),,,,
913562,4223,0.1321,0.0000,250,14,0.0000,0.000170,1.553751,cov(0.05),,,,
913812,4224,0.1319,0.0000,250,4,0.0000,0.000021,2.103076,cov(0.05),,,,
914062,4225,0.1316,0.0000,250,4,0.0000,0.000048,1.744664,cov(0.05),,,,
914312,4226,0.1314,0.0000,250,9,0.0000,0.000078,1.872936,cov(0.05),,,,
914562,4227,0.1312,0.0000,250,4,0.0000,0.000026,1.795499,eps,,,,
914812,4228,0.1309,0.0000,250,21,0.0000,0.000661,1.933946,cov(0.05),,,,
915062,4229,0.1307,0.0000,250,5,0.0000,0.000164,1.668657,eps,,,,
915258,4230,0.1305,0.2944,196,11,0.0000,0.003211,1.692586,eps,,,,
915508,4231,0.1303,0.0000,250,15,0.0000,0.000039,1.972094,cov(0.05),,,,
915758,4232,0.1300,0.0000,250,6,0.0000,0.000058,1.772172,cov(0.05),,,,
