step,episodes,epsilon,train/ep_reward,train/ep_len,exploration/unique_obs,exploration/frontier_rate,loss/q,loss/b,recent_policy,eval_masked/mean_reward,eval_masked/success,eval_q/mean_reward,eval_q/success
3197356,13374,0.0500,0.0000,250,12,0.0000,0.000114,1.773036,cov(0.05),,,,
3197606,13375,0.0500,0.0000,250,12,0.0000,0.000034,1.802755,cov(0.05),,,,
3197856,13376,0.0500,0.0000,250,12,0.0000,0.000021,1.884123,cov(0.05),,,,
3198106,13377,0.0500,0.0000,250,4,0.0000,0.000036,1.917421,cov(0.05),,,,
3198356,13378,0.0500,0.0000,250,4,0.0000,0.000024,1.818803,cov(0.05),,,,
3198606,13379,0.0500,0.0000,250,14,0.0000,0.000018,1.903966,cov(0.05),,,,
3198856,13380,0.0500,0.0000,250,8,0.0000,0.012038,1.851945,cov(0.05),,,,
3199106,13381,0.0500,0.0000,250,8,0.0000,0.012010,1.907178,eps,,,,
3199356,13382,0.0500,0.0000,250,4,0.0000,0.011827,1.951430,cov(0.05),,,,
3199606,13383,0.0500,0.0000,250,8,0.0000,0.000060,1.958599,cov(0.05),,,,
3199856,13384,0.0500,0.0000,250,14,0.0000,0.000051,1.892403,cov(0.05),,,,
3200000,13384,,,,,,,,,0.0000,0.0000,0.0000,0.0000
3200106,13385,0.0500,0.0000,250,17,0.0000,0.000026,1.946699,cov(0.10),,,,
3200356,13386,0.0500,0.0000,250,8,0.0000,86.968765,1.801367,cov(0.05),,,,
3200606,13387,0.0500,0.0000,250,14,0.0000,247.546906,1.880738,cov(0.05),,,,
3200856,13388,0.0500,0.0000,250,9,0.0000,0.000041,1.915614,cov(0.05),,,,
3201106,13389,0.0500,0.0000,250,7,0.0000,1167.816406,2.038880,cov(0.05),,,,
3201356,13390,0.0500,0.0000,250,11,0.0000,0.000012,1.844414,cov(0.05),,,,
3201606,13391,0.0500,0.0000,250,12,0.0000,733.881348,1.921093,eps,,,,
3201856,13392,0.0500,0.0000,250,14,0.0000,633.910217,1.871662,cov(0.05),,,,
3202106,13393,0.0500,0.0000,250,4,0.0000,0.000015,1.929552,eps,,,,
3202356,13394,0.0500,0.0000,250,12,0.0000,0.011981,1.846433,cov(0.05),,,,
3202606,13395,0.0500,0.0000,250,4,0.0000,934.297241,1.858796,cov(0.05),,,,
3202856,13396,0.0500,0.0000,250,4,0.0000,0.000027,1.920472,cov(0.05),,,,
3203106,13397,0.0500,0.0000,250,13,0.0000,0.000014,1.807316,cov(0.05),,,,
3203356,13398,0.0500,0.0000,250,8,0.0000,473.818359,1.857914,cov(0.05),,,,
3203606,13399,0.0500,0.0000,250,8,0.0000,0.000045,1.780858,cov(0.05),,,,
3203856,13400,0.0500,0.0000,250,4,0.0000,0.000043,1.906892,cov(0.05),,,,
3204106,13401,0.0500,0.0000,250,8,0.0000,0.000107,1.942147,cov(0.05),,,,
3204356,13402,0.0500,0.0000,250,4,0.0000,0.000052,1.926464,cov(0.05),,,,
3204606,13403,0.0500,0.0000,250,12,0.0000,0.000019,1.932014,cov(0.05),,,,
3204856,13404,0.0500,0.0000,250,4,0.0000,0.000081,1.869286,cov(0.05),,,,
3205106,13405,0.0500,0.0000,250,14,0.0000,0.000036,1.837314,cov(0.05),,,,
3205356,13406,0.0500,0.0000,250,8,0.0000,0.000014,1.962449,cov(0.05),,,,
3205606,13407,0.0500,0.0000,250,8,0.0000,0.000150,1.912012,cov(0.05),,,,
3205856,13408,0.0500,0.0000,250,4,0.0000,0.000039,1.928138,cov(0.05),,,,
3206106,13409,0.0500,0.0000,250,7,0.0000,0.012506,1.902484,cov(0.05),,,,
3206356,13410,0.0500,0.0000,250,15,0.0000,678.269531,1.940624,cov(0.05),,,,
3206606,13411,0.0500,0.0000,250,4,0.0000,0.000022,1.867251,cov(0.05),,,,
3206856,13412,0.0500,0.0000,250,4,0.0000,231.977814,1.882565,cov(0.05),,,,
3207106,13413,0.0500,0.0000,250,8,0.0000,1605.437500,1.908244,cov(0.05),,,,
3207356,13414,0.0500,0.0000,250,21,0.0000,0.000019,1.766737,cov(0.05),,,,
3207606,13415,0.0500,0.0000,250,16,0.0000,12324.529297,1.934294,cov(0.05),,,,
3207856,13416,0.0500,0.0000,250,9,0.0000,0.000048,1.921520,cov(0.05),,,,
3208106,13417,0.0500,0.0000,250,7,0.0000,0.000082,1.934728,cov(0.05),,,,
3208356,13418,0.0500,0.0000,250,13,0.0000,23.605978,1.986567,cov(0.05),,,,
3208606,13419,0.0500,0.0000,250,4,0.0000,0.000032,1.945533,cov(0.05),,,,
3208856,13420,0.0500,0.0000,250,8,0.0000,0.012233,1.875145,cov(0.05),,,,
3209106,13421,0.0500,0.0000,250,4,0.0000,0.000161,1.925566,cov(0.05),,,,
3209356,13422,0.0500,0.0000,250,8,0.0000,0.000060,1.893461,cov(0.05),,,,
3209606,13423,0.0500,0.0000,250,12,0.0000,0.000106,1.922446,cov(0.05),,,,
3209856,13424,0.0500,0.0000,250,5,0.0000,0.000051,1.974495,cov(0.05),,,,
3210106,13425,0.0500,0.0000,250,4,0.0000,0.000061,1.826106,cov(0.05),,,,
3210356,13426,0.0500,0.0000,250,18,0.0000,0.000025,2.024344,cov(0.05),,,,
3210606,13427,0.0500,0.0000,250,14,0.0000,0.000048,1.914487,eps,,,,
3210856,13428,0.0500,0.0000,250,12,0.0000,342.293030,1.921744,cov(0.05),,,,
3211106,13429,0.0500,0.0000,250,11,0.0000,733.289124,1.884010,cov(0.05),,,,
3211356,13430,0.0500,0.0000,250,12,0.0000,0.000042,1.830357,cov(0.05),,,,
3211606,13431,0.0500,0.0000,250,8,0.0000,0.000033,1.832939,cov(0.05),,,,
3211856,13432,0.0500,0.0000,250,10,0.0000,0.000105,1.930826,cov(0.05),,,,
3212106,13433,0.0500,0.0000,250,4,0.0000,180.285187,1.848097,cov(0.05),,,,
3212356,13434,0.0500,0.0000,250,4,0.0000,0.000045,1.869289,cov(0.05),,,,
3212606,13435,0.0500,0.0000,250,5,0.0000,21.464985,1.871572,cov(0.05),,,,
3212856,13436,0.0500,0.0000,250,7,0.0000,0.000035,1.862081,cov(0.05),,,,
3213106,13437,0.0500,0.0000,250,4,0.0000,0.000010,1.897137,cov(0.05),,,,
3213356,13438,0.0500,0.0000,250,8,0.0000,0.000015,1.889895,cov(0.05),,,,
3213606,13439,0.0500,0.0000,250,8,0.0000,867.378906,1.883573,cov(0.05),,,,
3213856,13440,0.0500,0.0000,250,4,0.0000,0.000040,1.946556,cov(0.05),,,,
3214106,13441,0.0500,0.0000,250,16,0.0000,1511.031250,1.822237,cov(0.05),,,,
3214356,13442,0.0500,0.0000,250,8,0.0000,679.332031,1.968648,cov(0.05),,,,
3214606,13443,0.0500,0.0000,250,4,0.0000,0.000039,1.911798,cov(0.05),,,,
3214856,13444,0.0500,0.0000,250,11,0.0000,0.000054,1.886022,cov(0.05),,,,
3215106,13445,0.0500,0.0000,250,8,0.0000,0.000031,1.954674,cov(0.05),,,,
3215356,13446,0.0500,0.0000,250,4,0.0000,158.793274,1.905087,cov(0.05),,,,
3215606,13447,0.0500,0.0000,250,13,0.0000,147.080093,1.875223,cov(0.05),,,,
3215856,13448,0.0500,0.0000,250,4,0.0000,55644.042969,1.939667,cov(0.05),,,,
3216106,13449,0.0500,0.0000,250,5,0.0000,66291.265625,1.958552,cov(0.05),,,,
3216356,13450,0.0500,0.0000,250,8,0.0000,0.000107,1.863368,cov(0.05),,,,
3216606,13451,0.0500,0.0000,250,5,0.0000,0.000043,1.884831,cov(0.05),,,,
3216856,13452,0.0500,0.0000,250,12,0.0000,0.000026,1.842737,cov(0.05),,,,
3217106,13453,0.0500,0.0000,250,10,0.0000,0.000017,1.927171,cov(0.05),,,,
3217356,13454,0.0500,0.0000,250,15,0.0000,51.078217,1.885939,cov(0.05),,,,
3217606,13455,0.0500,0.0000,250,8,0.0000,0.000015,1.903100,cov(0.05),,,,
3217856,13456,0.0500,0.0000,250,7,0.0000,81312.132812,1.872105,cov(0.05),,,,
3218106,13457,0.0500,0.0000,250,7,0.0000,26.328144,1.986249,cov(0.05),,,,
3218356,13458,0.0500,0.0000,250,8,0.0000,0.000030,1.802878,cov(0.05),,,,
3218606,13459,0.0500,0.0000,250,4,0.0000,1980.957031,1.908477,cov(0.05),,,,
3218856,13460,0.0500,0.0000,250,10,0.0000,407.523499,1.802968,cov(0.05),,,,
3219106,13461,0.0500,0.0000,250,8,0.0000,0.000045,2.024920,cov(0.05),,,,
3219356,13462,0.0500,0.0000,250,5,0.0000,0.000031,1.869665,cov(0.05),,,,
3219606,13463,0.0500,0.0000,250,4,0.0000,0.012298,1.905392,cov(0.05),,,,
3219856,13464,0.0500,0.0000,250,14,0.0000,0.000032,1.943681,cov(0.05),,,,
3220106,13465,0.0500,0.0000,250,8,0.0000,0.000068,1.914234,cov(0.05),,,,
3220356,13466,0.0500,0.0000,250,8,0.0000,0.000030,1.905835,cov(0.05),,,,
3220606,13467,0.0500,0.0000,250,4,0.0000,1659.400391,1.902470,cor(0.3),,,,
3220856,13468,0.0500,0.0000,250,7,0.0000,0.000037,1.945320,cov(0.05),,,,
3221106,13469,0.0500,0.0000,250,12,0.0000,202.656281,1.898412,cov(0.05),,,,
3221356,13470,0.0500,0.0000,250,4,0.0000,0.000039,1.974230,cov(0.05),,,,
3221606,13471,0.0500,0.0000,250,8,0.0000,0.000007,1.852836,cov(0.05),,,,
3221856,13472,0.0500,0.0000,250,12,0.0000,1563.515747,1.929443,cov(0.05),,,,
3222106,13473,0.0500,0.0000,250,6,0.0000,0.000025,1.947948,cov(0.05),,,,
3222356,13474,0.0500,0.0000,250,9,0.0000,0.000065,1.951584,cov(0.05),,,,
3222606,13475,0.0500,0.0000,250,14,0.0000,0.000037,1.932753,cov(0.05),,,,
3222856,13476,0.0500,0.0000,250,8,0.0000,0.000049,1.890181,cov(0.05),,,,
3223106,13477,0.0500,0.0000,250,8,0.0000,0.000054,1.958305,cov(0.05),,,,
3223356,13478,0.0500,0.0000,250,4,0.0000,0.000047,1.932050,cov(0.05),,,,
3223606,13479,0.0500,0.0000,250,8,0.0000,0.000034,1.924999,cov(0.05),,,,
3223856,13480,0.0500,0.0000,250,11,0.0000,0.000056,1.920986,eps,,,,
3224106,13481,0.0500,0.0000,250,9,0.0000,2836.762451,1.886378,cov(0.05),,,,
3224356,13482,0.0500,0.0000,250,15,0.0000,759.765625,1.849174,cov(0.05),,,,
3224606,13483,0.0500,0.0000,250,17,0.0000,0.012554,1.870438,cov(0.05),,,,
3224856,13484,0.0500,0.0000,250,4,0.0000,0.000040,1.906824,cov(0.05),,,,
3225106,13485,0.0500,0.0000,250,13,0.0000,0.000159,1.891086,cov(0.05),,,,
3225356,13486,0.0500,0.0000,250,13,0.0000,182.813293,1.845035,cov(0.10),,,,
3225606,13487,0.0500,0.0000,250,12,0.0000,0.000048,1.851129,cov(0.05),,,,
3225856,13488,0.0500,0.0000,250,4,0.0000,4454.761719,1.820261,cov(0.05),,,,
3226106,13489,0.0500,0.0000,250,10,0.0000,1456.625000,1.897691,cov(0.05),,,,
3226356,13490,0.0500,0.0000,250,11,0.0000,220.171982,1.887871,cov(0.05),,,,
3226606,13491,0.0500,0.0000,250,16,0.0000,394.679718,1.919774,cov(0.05),,,,
3226856,13492,0.0500,0.0000,250,5,0.0000,0.000136,1.977253,cov(0.05),,,,
3227106,13493,0.0500,0.0000,250,9,0.0000,0.000010,1.826807,cov(0.05),,,,
3227356,13494,0.0500,0.0000,250,8,0.0000,865.914062,1.988338,cov(0.05),,,,
3227606,13495,0.0500,0.0000,250,14,0.0000,0.000074,1.883139,cov(0.05),,,,
3227856,13496,0.0500,0.0000,250,7,0.0000,450.527405,1.886009,cov(0.05),,,,
3228106,13497,0.0500,0.0000,250,12,0.0000,89435.179688,1.932441,cov(0.05),,,,
3228356,13498,0.0500,0.0000,250,18,0.0000,0.000037,1.861174,cov(0.05),,,,
3228606,13499,0.0500,0.0000,250,4,0.0000,0.000050,1.827477,cov(0.05),,,,
3228856,13500,0.0500,0.0000,250,5,0.0000,0.000010,1.910792,cov(0.05),,,,
3229106,13501,0.0500,0.0000,250,9,0.0000,337.314453,1.937458,cov(0.05),,,,
3229356,13502,0.0500,0.0000,250,8,0.0000,0.000037,1.970794,cov(0.05),,,,
3229606,13503,0.0500,0.0000,250,7,0.0000,1429.835938,1.850722,cov(0.05),,,,
3229856,13504,0.0500,0.0000,250,17,0.0000,589.894592,1.868045,cov(0.05),,,,
3230106,13505,0.0500,0.0000,250,13,0.0000,0.000011,2.060976,cov(0.05),,,,
3230356,13506,0.0500,0.0000,250,10,0.0000,0.000027,1.851310,cov(0.05),,,,
3230606,13507,0.0500,0.0000,250,8,0.0000,0.000043,1.870975,cov(0.05),,,,
3230856,13508,0.0500,0.0000,250,8,0.0000,0.000029,1.898581,eps,,,,
3231106,13509,0.0500,0.0000,250,4,0.0000,0.000046,1.901967,cov(0.05),,,,
3231356,13510,0.0500,0.0000,250,8,0.0000,0.000103,2.013846,cov(0.05),,,,
3231606,13511,0.0500,0.0000,250,8,0.0000,0.000061,1.881311,cov(0.05),,,,
3231856,13512,0.0500,0.0000,250,8,0.0000,0.000027,1.825779,cov(0.05),,,,
3232106,13513,0.0500,0.0000,250,4,0.0000,0.011384,1.927480,cov(0.05),,,,
3232356,13514,0.0500,0.0000,250,13,0.0000,0.000059,1.889791,cov(0.05),,,,
3232606,13515,0.0500,0.0000,250,8,0.0000,0.000113,1.903631,cov(0.05),,,,
3232856,13516,0.0500,0.0000,250,8,0.0000,0.000053,1.917310,cov(0.05),,,,
3233106,13517,0.0500,0.0000,250,13,0.0000,0.000026,1.855607,cov(0.05),,,,
3233356,13518,0.0500,0.0000,250,11,0.0000,310.598022,1.949958,cov(0.05),,,,
3233606,13519,0.0500,0.0000,250,7,0.0000,378.990967,1.788533,cov(0.05),,,,
3233856,13520,0.0500,0.0000,250,12,0.0000,0.011994,1.887148,cov(0.05),,,,
3234106,13521,0.0500,0.0000,250,12,0.0000,198.299118,1.872735,cov(0.05),,,,
3234356,13522,0.0500,0.0000,250,4,0.0000,0.000151,1.943567,cov(0.05),,,,
3234606,13523,0.0500,0.0000,250,8,0.0000,855.058594,1.897020,cov(0.05),,,,
3234856,13524,0.0500,0.0000,250,8,0.0000,1251.277344,1.856475,cov(0.05),,,,
3235106,13525,0.0500,0.0000,250,4,0.0000,0.000032,1.936553,cov(0.05),,,,
3235356,13526,0.0500,0.0000,250,4,0.0000,90030.421875,1.939672,cov(0.05),,,,
3235606,13527,0.0500,0.0000,250,13,0.0000,0.000016,1.880466,cov(0.05),,,,
3235856,13528,0.0500,0.0000,250,4,0.0000,6166.304688,1.904141,cov(0.05),,,,
3236106,13529,0.0500,0.0000,250,13,0.0000,0.000008,1.890982,cov(0.05),,,,
3236356,13530,0.0500,0.0000,250,4,0.0000,0.000031,1.889714,cov(0.05),,,,
3236606,13531,0.0500,0.0000,250,4,0.0000,227.910263,1.764822,cov(0.05),,,,
3236856,13532,0.0500,0.0000,250,8,0.0000,0.011440,1.915774,cov(0.05),,,,
3237106,13533,0.0500,0.0000,250,8,0.0000,0.000066,1.933585,cov(0.05),,,,
3237356,13534,0.0500,0.0000,250,13,0.0000,0.000057,1.831156,cov(0.05),,,,
3237606,13535,0.0500,0.0000,250,4,0.0000,0.000018,1.918715,cov(0.05),,,,
3237856,13536,0.0500,0.0000,250,14,0.0000,0.000010,1.962632,cov(0.05),,,,
3238106,13537,0.0500,0.0000,250,8,0.0000,0.000036,1.922424,cov(0.05),,,,
3238356,13538,0.0500,0.0000,250,14,0.0000,2230.074219,1.854375,cov(0.05),,,,
3238606,13539,0.0500,0.0000,250,11,0.0000,0.000046,1.861353,cov(0.05),,,,
3238856,13540,0.0500,0.0000,250,4,0.0000,0.000014,1.865816,cov(0.05),,,,
3239106,13541,0.0500,0.0000,250,8,0.0000,44027.968750,1.932246,cov(0.05),,,,
3239356,13542,0.0500,0.0000,250,4,0.0000,0.000074,1.932187,cov(0.05),,,,
3239606,13543,0.0500,0.0000,250,7,0.0000,1906.058594,1.801780,cov(0.05),,,,
3239856,13544,0.0500,0.0000,250,5,0.0000,0.000055,1.901375,cov(0.05),,,,
3240106,13545,0.0500,0.0000,250,12,0.0000,311.187531,1.862759,cov(0.05),,,,
3240356,13546,0.0500,0.0000,250,13,0.0000,0.000011,1.870320,cov(0.05),,,,
3240606,13547,0.0500,0.0000,250,7,0.0000,0.000032,1.879482,cov(0.05),,,,
3240856,13548,0.0500,0.0000,250,14,0.0000,0.000081,1.940684,cov(0.05),,,,
3241106,13549,0.0500,0.0000,250,10,0.0000,0.000027,1.768477,cov(0.05),,,,
3241356,13550,0.0500,0.0000,250,4,0.0000,0.000123,1.898168,cov(0.05),,,,
3241606,13551,0.0500,0.0000,250,4,0.0000,0.000039,1.954281,cov(0.05),,,,
3241856,13552,0.0500,0.0000,250,10,0.0000,70690.546875,1.909494,cov(0.05),,,,
3242106,13553,0.0500,0.0000,250,12,0.0000,0.000079,1.903599,cov(0.05),,,,
3242356,13554,0.0500,0.0000,250,8,0.0000,0.000132,1.962071,cov(0.05),,,,
3242606,13555,0.0500,0.0000,250,12,0.0000,0.000038,1.870873,cov(0.05),,,,
3242856,13556,0.0500,0.0000,250,8,0.0000,24928.820312,1.862055,cov(0.05),,,,
3243106,13557,0.0500,0.0000,250,15,0.0000,273.513672,1.863130,cov(0.05),,,,
3243356,13558,0.0500,0.0000,250,8,0.0000,463.648438,1.805902,cov(0.05),,,,
3243606,13559,0.0500,0.0000,250,4,0.0000,0.011863,1.933183,cov(0.05),,,,
3243856,13560,0.0500,0.0000,250,16,0.0000,0.000035,1.870812,cov(0.05),,,,
3244106,13561,0.0500,0.0000,250,13,0.0000,369.406281,1.821492,cov(0.05),,,,
3244356,13562,0.0500,0.0000,250,8,0.0000,921.320435,1.847857,cov(0.05),,,,
3244606,13563,0.0500,0.0000,250,8,0.0000,494.937500,1.839618,cov(0.05),,,,
3244856,13564,0.0500,0.0000,250,4,0.0000,149.082794,1.894146,cov(0.05),,,,
3245106,13565,0.0500,0.0000,250,4,0.0000,2702.949219,1.803779,cov(0.05),,,,
3245356,13566,0.0500,0.0000,250,8,0.0000,0.000065,1.901708,cov(0.05),,,,
3245606,13567,0.0500,0.0000,250,6,0.0000,0.000040,1.890649,cov(0.05),,,,
3245856,13568,0.0500,0.0000,250,6,0.0000,70619.164062,1.812776,cor(0.3),,,,
3246106,13569,0.0500,0.0000,250,4,0.0000,0.000060,1.986803,cov(0.05),,,,
3246356,13570,0.0500,0.0000,250,4,0.0000,0.000034,1.970984,cov(0.05),,,,
3246606,13571,0.0500,0.0000,250,8,0.0000,0.000032,1.840870,cov(0.05),,,,
3246856,13572,0.0500,0.0000,250,12,0.0000,0.000031,1.922544,cov(0.05),,,,
3247106,13573,0.0500,0.0000,250,13,0.0000,0.000093,1.946593,cov(0.05),,,,
3247356,13574,0.0500,0.0000,250,13,0.0000,70392.437500,1.958803,cov(0.05),,,,
3247606,13575,0.0500,0.0000,250,12,0.0000,644.283813,1.933167,cov(0.05),,,,
3247856,13576,0.0500,0.0000,250,8,0.0000,2756.289062,1.851127,cov(0.05),,,,
3248106,13577,0.0500,0.0000,250,4,0.0000,0.000085,1.903778,cov(0.05),,,,
3248356,13578,0.0500,0.0000,250,9,0.0000,0.000063,1.893828,cov(0.05),,,,
3248606,13579,0.0500,0.0000,250,15,0.0000,0.000073,1.915955,cov(0.05),,,,
3248856,13580,0.0500,0.0000,250,9,0.0000,0.000178,1.965226,cov(0.05),,,,
3249106,13581,0.0500,0.0000,250,12,0.0000,0.000019,1.922396,cov(0.05),,,,
3249356,13582,0.0500,0.0000,250,4,0.0000,0.012757,1.881739,cov(0.05),,,,
3249606,13583,0.0500,0.0000,250,12,0.0000,0.000112,1.851981,cov(0.05),,,,
3249856,13584,0.0500,0.0000,250,6,0.0000,142.991745,1.845986,cov(0.05),,,,
3250000,13584,,,,,,,,,0.0000,0.0000,0.0000,0.0000
3250106,13585,0.0500,0.0000,250,5,0.0000,238.992188,1.845576,cov(0.05),,,,
3250356,13586,0.0500,0.0000,250,12,0.0000,0.000028,1.888657,cov(0.05),,,,
3250606,13587,0.0500,0.0000,250,12,0.0000,2107.265625,1.856203,cov(0.10),,,,
3250856,13588,0.0500,0.0000,250,13,0.0000,602.054688,1.903633,cov(0.05),,,,
3251106,13589,0.0500,0.0000,250,8,0.0000,0.000040,1.790995,cov(0.05),,,,
3251356,13590,0.0500,0.0000,250,12,0.0000,0.000049,1.933255,cov(0.05),,,,
3251606,13591,0.0500,0.0000,250,4,0.0000,0.000028,1.865634,cov(0.05),,,,
3251856,13592,0.0500,0.0000,250,15,0.0000,0.000145,1.876202,cov(0.05),,,,
3252106,13593,0.0500,0.0000,250,4,0.0000,0.000009,1.941911,cov(0.05),,,,
3252356,13594,0.0500,0.0000,250,8,0.0000,0.000033,1.940141,cov(0.05),,,,
3252606,13595,0.0500,0.0000,250,10,0.0000,0.000027,1.938782,cov(0.05),,,,
3252856,13596,0.0500,0.0000,250,17,0.0000,643.458984,1.925563,cov(0.05),,,,
3253106,13597,0.0500,0.0000,250,8,0.0000,2147.421875,1.919673,cov(0.05),,,,
3253356,13598,0.0500,0.0000,250,5,0.0000,0.000110,1.985889,cov(0.05),,,,
3253606,13599,0.0500,0.0000,250,4,0.0000,0.000079,1.913425,cov(0.05),,,,
3253856,13600,0.0500,0.0000,250,8,0.0000,292.789062,1.931502,cov(0.05),,,,
3254106,13601,0.0500,0.0000,250,4,0.0000,932.968750,1.965880,cov(0.05),,,,
3254356,13602,0.0500,0.0000,250,9,0.0000,0.000084,2.003182,cov(0.05),,,,
3254606,13603,0.0500,0.0000,250,4,0.0000,1262.023438,1.898270,cov(0.05),,,,
3254856,13604,0.0500,0.0000,250,7,0.0000,1456.351562,1.946861,cov(0.05),,,,
3255106,13605,0.0500,0.0000,250,4,0.0000,881.273438,1.830696,cov(0.05),,,,
3255356,13606,0.0500,0.0000,250,4,0.0000,344.398438,1.815906,cov(0.05),,,,
3255606,13607,0.0500,0.0000,250,8,0.0000,0.000013,1.820081,cov(0.05),,,,
3255856,13608,0.0500,0.0000,250,4,0.0000,223.367188,1.882874,cov(0.05),,,,
3256106,13609,0.0500,0.0000,250,6,0.0000,170.109268,1.994975,cov(0.05),,,,
3256356,13610,0.0500,0.0000,250,12,0.0000,0.000067,1.941928,cov(0.05),,,,
3256606,13611,0.0500,0.0000,250,8,0.0000,592.632812,1.827639,cov(0.05),,,,
3256856,13612,0.0500,0.0000,250,12,0.0000,0.000100,1.969317,cov(0.05),,,,
3257106,13613,0.0500,0.0000,250,8,0.0000,3044.230469,1.710619,cov(0.05),,,,
3257356,13614,0.0500,0.0000,250,4,0.0000,71074.882812,1.926029,cov(0.05),,,,
3257606,13615,0.0500,0.0000,250,4,0.0000,0.013226,1.875842,cov(0.05),,,,
3257856,13616,0.0500,0.0000,250,4,0.0000,369.191406,1.897209,cov(0.05),,,,
3258106,13617,0.0500,0.0000,250,10,0.0000,170.921906,1.819324,cov(0.05),,,,
3258356,13618,0.0500,0.0000,250,4,0.0000,0.000012,1.929526,eps,,,,
3258606,13619,0.0500,0.0000,250,4,0.0000,0.000168,1.967644,cov(0.05),,,,
3258856,13620,0.0500,0.0000,250,6,0.0000,0.000017,1.946840,cov(0.05),,,,
3259106,13621,0.0500,0.0000,250,8,0.0000,0.000090,1.931668,cov(0.05),,,,
3259356,13622,0.0500,0.0000,250,8,0.0000,0.000072,1.870464,cov(0.05),,,,
3259606,13623,0.0500,0.0000,250,8,0.0000,1522.715454,1.923392,cov(0.05),,,,
3259856,13624,0.0500,0.0000,250,10,0.0000,424.398438,1.878166,cov(0.05),,,,
3260106,13625,0.0500,0.0000,250,5,0.0000,0.012608,1.779771,cov(0.05),,,,
3260356,13626,0.0500,0.0000,250,10,0.0000,305.640167,1.862930,cov(0.05),,,,
3260606,13627,0.0500,0.0000,250,6,0.0000,0.000116,1.914776,cov(0.05),,,,
3260856,13628,0.0500,0.0000,250,10,0.0000,73.836128,1.862857,cov(0.05),,,,
3261106,13629,0.0500,0.0000,250,8,0.0000,0.000093,1.847188,eps,,,,
3261356,13630,0.0500,0.0000,250,8,0.0000,0.000043,1.832695,cov(0.05),,,,
3261606,13631,0.0500,0.0000,250,4,0.0000,0.000059,1.950305,cov(0.05),,,,
3261856,13632,0.0500,0.0000,250,2,0.0000,664.721191,1.859404,cov(0.05),,,,
3262106,13633,0.0500,0.0000,250,4,0.0000,0.000101,1.923834,cov(0.05),,,,
3262356,13634,0.0500,0.0000,250,4,0.0000,0.000032,1.955038,cov(0.05),,,,
3262606,13635,0.0500,0.0000,250,4,0.0000,0.013220,1.897218,cov(0.05),,,,
3262856,13636,0.0500,0.0000,250,8,0.0000,0.000077,1.973451,cov(0.05),,,,
3263106,13637,0.0500,0.0000,250,8,0.0000,0.000059,1.921692,eps,,,,
3263356,13638,0.0500,0.0000,250,7,0.0000,0.000046,1.955386,cov(0.05),,,,
3263606,13639,0.0500,0.0000,250,6,0.0000,0.000114,1.990410,cov(0.05),,,,
3263856,13640,0.0500,0.0000,250,8,0.0000,1327.855469,1.915198,cov(0.05),,,,
3264106,13641,0.0500,0.0000,250,14,0.0000,0.000049,1.789170,cov(0.05),,,,
3264356,13642,0.0500,0.0000,250,13,0.0000,0.000033,1.782940,cov(0.05),,,,
3264606,13643,0.0500,0.0000,250,4,0.0000,137.757858,1.867786,cov(0.05),,,,
3264856,13644,0.0500,0.0000,250,7,0.0000,821.023438,1.942764,cov(0.05),,,,
3265106,13645,0.0500,0.0000,250,12,0.0000,0.025968,1.920017,cov(0.05),,,,
3265356,13646,0.0500,0.0000,250,4,0.0000,203.097763,1.823313,cov(0.05),,,,
3265606,13647,0.0500,0.0000,250,8,0.0000,0.000031,1.984803,cov(0.05),,,,
3265798,13648,0.0500,0.3088,192,15,0.0000,0.000049,1.905354,cov(0.05),,,,
3266048,13649,0.0500,0.0000,250,14,0.0000,0.000031,1.914755,cov(0.05),,,,
3266298,13650,0.0500,0.0000,250,8,0.0000,0.000031,1.898238,cov(0.05),,,,
3266548,13651,0.0500,0.0000,250,11,0.0000,1373.519531,1.904817,cov(0.05),,,,
3266798,13652,0.0500,0.0000,250,8,0.0000,74973.562500,2.014179,cov(0.05),,,,
3267048,13653,0.0500,0.0000,250,12,0.0000,0.000071,1.903786,eps,,,,
3267298,13654,0.0500,0.0000,250,8,0.0000,0.000028,1.898754,cov(0.05),,,,
3267548,13655,0.0500,0.0000,250,11,0.0000,1907.464844,1.956794,cov(0.05),,,,
3267798,13656,0.0500,0.0000,250,8,0.0000,0.000031,1.966412,cov(0.05),,,,
3268048,13657,0.0500,0.0000,250,7,0.0000,0.000026,1.888816,cov(0.05),,,,
3268298,13658,0.0500,0.0000,250,20,0.0000,0.000016,1.894814,cov(0.05),,,,
3268548,13659,0.0500,0.0000,250,12,0.0000,0.000043,1.916728,cov(0.05),,,,
3268798,13660,0.0500,0.0000,250,8,0.0000,0.000009,1.873224,cov(0.05),,,,
3269048,13661,0.0500,0.0000,250,12,0.0000,75996.539062,1.891942,cov(0.05),,,,
3269298,13662,0.0500,0.0000,250,4,0.0000,0.012850,1.966104,eps,,,,
3269548,13663,0.0500,0.0000,250,8,0.0000,0.000022,1.879507,cov(0.05),,,,
3269798,13664,0.0500,0.0000,250,6,0.0000,0.000102,1.929286,cov(0.05),,,,
3270048,13665,0.0500,0.0000,250,4,0.0000,0.000040,1.835122,cov(0.05),,,,
3270298,13666,0.0500,0.0000,250,12,0.0000,1055.835938,1.865110,cov(0.05),,,,
3270548,13667,0.0500,0.0000,250,13,0.0000,0.000010,1.948144,cov(0.05),,,,
